City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
414,Mbala,ZM,63.73,-8.84,31.37,Lake Chila Lodge
417,Bowen,AU,60.8,-20.02,148.23,Castle Motor Lodge Motel
418,Buala,SB,79.14,-8.14,159.59,Maringe Lagoon Lodge
419,Martapura,ID,75.2,-3.42,114.85,Montana Hotel Syariah
420,Saint Anthony,US,71.01,45.02,-93.22,Holiday Inn Express Roseville-St. Paul
421,Brigantine,US,89.6,39.41,-74.36,Legacy Vacation Resort Brigantine Beach
425,Labuhan,ID,77.54,-6.88,112.21,bador sepret
426,Itarema,BR,83.12,-2.92,-39.92,Windvillage
427,Fredericksburg,US,91.0,38.3,-77.46,Courtyard by Marriott Fredericksburg Historic District
428,Tottori,JP,74.35,35.5,134.23,Hotel Monarque Tottori
429,Madang,PG,77.99,-5.22,145.8,Comfort Inn Hotel
432,Sayyan,YE,64.85,15.17,44.32,الاستاذة مروى اليوسفي
435,Caravelas,BR,78.48,-17.71,-39.25,Pousada dos Navegantes
437,Popovo,BG,62.6,43.35,26.23,Popovo inn
438,Corrientes,AR,75.99,-27.48,-58.83,Gran Hotel Guaraní
439,Port Hedland,AU,62.6,-20.32,118.57,The Esplanade Hotel
440,Peniche,PT,78.01,39.36,-9.38,Hotel Star inn Peniche
441,Pangkalanbuun,ID,74.95,-2.68,111.62,Grand Kecubung Hotel
442,Panguna,PG,66.74,-6.32,155.48,
443,Payakumbuh,ID,69.33,-0.22,100.63,OYO 3114 Homestay Dalimo
444,Lusambo,CD,77.54,-4.97,23.45,
446,Qingquan,CN,69.06,30.45,115.26,Caiyuan Hotel
447,Nioro,GM,78.51,13.35,-15.75,
448,Port Keats,AU,73.36,-14.25,129.55,TDC Village (Hundred Man Camp)
449,La Palma,US,86.0,33.85,-118.05,La Quinta Inn & Suites by Wyndham Buena Park
450,Kastamonu,TR,63.77,41.5,33.67,
451,Iranshahr,IR,91.4,27.2,60.68,کافی نت دانشگاه
452,Rurrenabaque,BO,87.8,-14.44,-67.53,Casa de Campo
453,Alcacer Do Sal,PT,93.2,38.37,-8.51,Hotel Ordem de Santiago
454,Jardim,BR,94.69,-21.48,-56.14,Hotel Estância
455,Changchun,CN,62.6,43.88,125.32,South Lake Hotel No.1 Building
457,Leshan,CN,74.77,29.56,103.76,Leshan Haiyun International Youth Hostel
458,Moron,AR,64.0,-34.65,-58.62,Hotel Morón
459,Sterling,US,88.0,39.01,-77.43,Hampton Inn & Suites Washington-Dulles International Airport
460,Palmer,US,82.99,42.16,-72.33,Wedgewood Motel
462,Hambantota,LK,81.16,6.12,81.12,Bungalow 63
463,Yumen,CN,63.32,40.28,97.2,
464,Nhulunbuy,AU,69.8,-12.23,136.77,East Arnhem Real Estate
465,Richards Bay,ZA,66.36,-28.78,32.04,BON Hotel Waterfront Richards Bay
466,Port Hawkesbury,CA,81.0,45.62,-61.35,Hearthstone Inn Port Hawkesbury
467,Betera,ES,78.8,39.58,-0.45,Hotel Mas Camarena
470,Healdsburg,US,80.01,38.61,-122.87,Best Western Dry Creek Inn
471,Lingao,CN,80.06,19.91,109.69,Lingao Ditai Inn
474,Gusau,NG,74.14,12.16,6.66,Dr. Salisu Ibrahim
475,Mao,ES,75.2,39.89,4.27,ARTIEM Capri
476,Champerico,GT,87.8,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
477,Singaraja,ID,78.1,-8.11,115.09,Puri Bagus Lovina Resort
478,Crowley,US,91.0,30.21,-92.37,"Motel 6 Crowley, LA"
479,Coahuayana,MX,86.0,18.73,-103.68,Hotel Los Arcos
480,Najran,SA,84.2,17.49,44.13,محمد هادي ال فطيح
481,Praia Da Vitoria,PT,73.99,38.73,-27.07,Hotel Branco I
482,Kalmunai,LK,81.77,7.42,81.82,VS Villa
483,Marsabit,KE,70.93,2.33,37.99,Chicho Hotel
484,Port Shepstone,ZA,66.92,-30.74,30.45,My Den Beachfront B&B And Self-Catering
485,Pochutla,MX,86.0,15.74,-96.47,Hotel Posada San Jose
486,Namatanai,PG,79.59,-3.67,152.43,Namatanai Hotel
488,Sarangani,PH,83.89,5.4,125.46,Ballistic Islet
489,Bandar-E Lengeh,IR,91.4,26.56,54.88,کافی نت پارس
490,Grahamstown,ZA,72.61,-33.3,26.53,Bartholomew's Loft
491,Stoicanesti,RO,71.01,44.18,24.63,
492,Evanston,US,77.0,42.04,-87.69,Hilton Orrington/Evanston
493,Teluknaga,ID,82.99,-6.1,106.64,Bale Ocasa hotel
494,Ahuimanu,US,80.6,21.44,-157.84,Paradise Bay Resort
495,Matay,EG,93.51,28.42,30.78,Nag Aespen
497,Pipri,IN,78.8,19.8,75.53,Sukhana River nilu and rushi home
498,Karratha,AU,70.07,-20.74,116.85,ibis Styles Karratha
499,Tucurui,BR,89.65,-3.77,-49.67,BBB Rooms Centro Tucurui PA
500,Wanning,CN,80.56,18.8,110.4,Paradise Hotel
501,Yele,CM,71.6,10.73,13.59,
504,Uruzgan,AF,60.01,32.83,66.0,
505,Buchanan,LR,80.6,5.88,-10.05,Kamaneahn Hotel Inc
506,Urucui,BR,98.83,-7.23,-44.56,Formula Flat Uruçui
507,Xinyu,CN,66.9,27.8,114.93,Xinyu Beihu Hotel
509,Sabla,NG,82.22,12.75,4.71,
510,Huarmey,PE,67.3,-10.07,-78.15,Hotel Miramar
511,San Juan,AR,65.71,-31.54,-68.54,Hotel Provincial
514,Oriximina,BR,96.46,-1.77,-55.87,Pousada Tia Amélia
517,Daru,PG,76.62,-9.08,143.21,New century hotel
519,Caibarien,CU,89.6,22.52,-79.47,La Nena
522,Zhanakorgan,KZ,67.44,43.91,67.25,"""Ақпалас"" қонақ үйі"
523,Cradock,ZA,75.15,-32.16,25.62,Die Hoekhuis
524,Gorontalo,ID,74.57,0.54,123.06,Maqna Hotel by Prasanthi
525,Belle Fourche,US,78.01,44.67,-103.85,Kings Inn
526,Bilma,NE,98.31,18.69,12.92,Expeditions Ténére voyages
527,Bairiki,KI,82.4,1.33,172.98,Tarawa Boutique Hotel
528,Sassandra,CI,74.89,4.95,-6.08,la terrasse
529,Barcelos,PT,80.01,41.54,-8.62,Hotel Do Terço
530,Lata,PT,82.99,40.16,-8.33,Casa Maquia
531,Cockburn Town,TC,86.0,21.46,-71.14,Osprey Beach Hotel
532,Burgersdorp,ZA,64.15,-31.0,26.33,DeKat Self Catering
533,Marysville,US,75.99,48.05,-122.18,Holiday Inn Express & Suites Marysville
534,Umm Lajj,SA,93.78,25.02,37.27,Moon light Furnished Units
535,Meulaboh,ID,78.39,4.14,96.13,Kost Pria
537,Manhattan,US,88.0,40.78,-73.97,Hotel Pennsylvania
538,Sao Joao Da Barra,BR,86.0,-21.64,-41.05,Pousada Porto De Canoas
539,Solnechnyy,RU,60.37,50.72,136.63,Hotel complex Pastoral
541,Damaturu,NG,80.55,11.75,11.96,Summit Conference Centre
544,Zlobin,HR,71.6,45.29,14.65,Sobe Zlobin
545,Tehri,IN,75.22,30.38,78.48,The Reindeer Resort Kanatal
546,Sinnamary,GF,85.35,5.38,-52.95,ALETHEIA Appartement Sinnamary
547,Colesville,US,89.01,39.08,-77.0,Courtyard by Marriott Silver Spring North/White Oak
550,Garachine,PA,82.18,8.06,-78.36,
552,La Libertad,EC,73.4,-2.23,-80.9,Playa Canela Hotel Boutique
556,Penarroya-Pueblonuevo,ES,93.2,38.3,-5.27,Casa Rural Los Miraderos De Cristina
557,Guaruja,BR,72.0,-23.99,-46.26,Charme Hotel Guarujá
558,Johnstown,US,73.0,40.33,-78.92,Holiday Inn Johnstown-Downtown
559,Pangai,TO,70.25,-19.8,-174.35,Ha'apai Beach Resort
560,Bol,TD,82.22,13.46,14.71,Hotel 3 Etoiles
