City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
136,Barrow,71.29,-156.79,37.4,93,90,8.05,light rain
137,Redmond,47.67,-122.12,60.01,94,0,2.98,clear sky
138,Solano,38.23,-121.95,86.0,60,1,5.82,clear sky
139,Tuktoyaktuk,69.45,-133.04,37.4,74,90,4.7,overcast clouds
140,Lima,-12.04,-77.03,60.8,77,90,5.82,overcast clouds
141,Spencer,43.14,-95.14,82.0,61,1,14.99,clear sky
142,Katsuura,35.13,140.3,78.8,94,75,5.82,broken clouds
143,Rawson,-43.3,-65.1,58.35,36,0,10.65,clear sky
144,Nanortalik,60.14,-45.24,45.43,93,100,13.02,light rain
145,Keita,14.76,5.77,84.2,62,20,4.7,few clouds
146,Nalut,30.33,10.85,99.09,13,46,12.24,scattered clouds
147,Salalah,17.02,54.09,80.6,83,40,5.82,scattered clouds
148,Mount Gambier,-37.83,140.77,55.4,58,5,11.41,clear sky
149,Kirakira,-10.45,161.92,78.19,85,96,11.27,overcast clouds
150,Almaznyy,48.04,40.05,73.4,40,20,13.42,light rain
151,Rio Grande,-32.03,-52.1,60.01,84,100,8.01,overcast clouds
152,Codrington,-38.27,141.97,56.37,64,35,16.24,scattered clouds
153,Carnarvon,-24.87,113.63,66.2,82,100,5.82,overcast clouds
154,Saskylakh,71.92,114.08,40.86,88,55,6.98,broken clouds
155,Qaanaaq,77.48,-69.36,29.82,83,14,2.62,few clouds
156,Ust-Kut,56.79,105.77,42.98,87,51,0.94,broken clouds
157,Itaituba,-4.28,-55.98,105.94,21,40,2.95,scattered clouds
158,Pocatello,42.87,-112.45,73.99,28,1,12.75,haze
159,Dzaoudzi,-12.79,45.27,77.0,73,75,6.93,broken clouds
160,Cidreira,-30.18,-50.21,60.48,98,100,15.21,moderate rain
161,Ancud,-41.87,-73.82,48.0,96,0,1.99,clear sky
162,Homer,59.64,-151.55,53.01,71,90,6.73,overcast clouds
163,Ghanzi,-21.57,21.78,78.37,17,2,8.77,clear sky
164,Santa Cruz Cabralia,-16.28,-39.02,78.8,69,75,11.41,broken clouds
165,Sioux Lookout,50.1,-91.92,53.6,93,90,5.82,overcast clouds
166,Makasar,-5.14,119.42,75.2,73,20,2.24,few clouds
167,Sobral,-3.69,-40.35,96.82,23,1,8.39,clear sky
168,Souillac,-20.52,57.52,71.6,73,40,8.05,scattered clouds
169,Pilar,-9.6,-35.96,82.4,54,40,14.99,scattered clouds
170,Mahon,39.89,4.27,78.8,61,20,16.11,few clouds
171,Hambantota,6.12,81.12,75.2,100,90,4.7,overcast clouds
172,Malinovoye Ozero,51.68,79.78,49.12,51,61,5.84,broken clouds
173,Gallup,35.53,-108.74,66.2,32,1,9.6,clear sky
174,San Patricio,19.22,-104.7,86.0,79,40,6.93,scattered clouds
175,Tuatapere,-46.13,167.68,45.0,72,23,11.01,few clouds
176,Chapais,49.78,-74.85,53.6,76,90,8.05,overcast clouds
177,Teguldet,57.31,88.17,43.56,93,96,3.67,overcast clouds
178,Saldanha,-33.01,17.94,66.2,52,12,9.17,few clouds
179,Quatre Cocos,-20.21,57.76,73.0,73,40,8.05,scattered clouds
180,Camamu,-13.94,-39.1,81.16,61,20,9.13,few clouds
181,Husavik,66.04,-17.34,53.6,76,75,19.46,light rain
182,Jati,24.35,68.27,84.43,74,0,12.5,clear sky
183,Bandarbeyla,9.49,50.81,76.78,80,19,30.6,few clouds
184,Camocim,-2.9,-40.84,91.02,37,5,12.46,clear sky
185,Kristiinankaupunki,62.27,21.38,57.36,80,70,8.43,broken clouds
186,Kangalassy,62.35,129.96,48.2,81,40,8.95,scattered clouds
187,Jalu,29.03,21.55,92.86,21,0,10.69,clear sky
188,Charlestown,-32.95,151.67,61.0,76,0,1.01,clear sky
189,Isla Mujeres,21.23,-86.73,86.0,74,75,9.17,broken clouds
190,Melilla,35.29,-2.94,80.6,69,40,8.05,scattered clouds
191,Clyde River,70.47,-68.59,41.0,56,40,24.16,scattered clouds
192,San Andres,12.58,-81.7,87.8,74,40,5.82,scattered clouds
193,Rio Gallegos,-51.62,-69.22,42.8,60,75,8.05,light rain
194,Saint-Augustin,51.23,-58.65,64.92,52,5,16.37,clear sky
195,Cabo San Lucas,22.89,-109.91,82.99,88,75,4.7,broken clouds
196,Ngunguru,-35.62,174.5,55.99,3,99,5.01,overcast clouds
197,Vardo,70.37,31.11,55.4,76,48,11.41,scattered clouds
198,Shu,43.6,73.76,70.0,51,91,4.0,overcast clouds
199,Kiama,-34.68,150.87,59.0,72,4,1.99,clear sky
200,Champerico,14.3,-91.92,82.4,74,75,4.7,broken clouds
201,Crotone,39.09,17.12,82.4,48,5,12.75,clear sky
202,Bathsheba,13.22,-59.52,87.8,66,40,13.87,scattered clouds
203,Namatanai,-3.67,152.43,79.52,78,99,5.5,overcast clouds
204,Vilyuysk,63.76,121.62,43.75,95,48,5.3,scattered clouds
205,Porlamar,10.96,-63.85,95.0,53,0,13.87,clear sky
206,Korla,41.76,86.15,79.18,21,94,2.04,overcast clouds
207,Banyo,6.75,11.82,70.03,90,100,2.8,moderate rain
208,Misratah,32.38,15.09,82.47,68,0,18.88,clear sky
209,Faanui,-16.48,-151.75,77.56,77,69,8.21,light rain
210,Bahia Blanca,-38.72,-62.27,59.4,39,2,3.27,clear sky
211,Lorengau,-2.02,147.27,81.75,81,8,10.74,clear sky
212,Half Moon Bay,37.46,-122.43,78.01,49,5,3.96,clear sky
213,Bayan,46.08,127.4,60.64,92,74,3.47,broken clouds
214,Kutum,14.2,24.67,86.86,33,39,9.66,scattered clouds
215,Kavieng,-2.57,150.8,82.83,77,5,12.55,clear sky
216,Odesskoye,54.21,72.97,47.1,77,99,5.08,overcast clouds
217,Prince Rupert,54.32,-130.32,59.0,100,90,3.36,light rain
218,Kolondieba,11.09,-6.89,81.16,77,82,4.14,light rain
219,Fortuna,40.6,-124.16,62.6,72,75,11.41,broken clouds
220,Pisco,-13.7,-76.22,63.0,82,90,6.93,overcast clouds
221,Berlevag,70.86,29.09,55.4,71,50,17.22,scattered clouds
222,Flinders,-34.58,150.86,59.0,82,8,1.01,clear sky
223,Winnemucca,40.97,-117.74,59.0,30,1,3.36,clear sky
224,Almansa,38.87,-1.1,86.0,52,58,3.0,broken clouds
225,Oranjemund,-28.55,16.43,60.37,69,0,21.97,clear sky
226,Merritt Island,28.54,-80.67,90.0,79,75,6.93,broken clouds
227,Leh,34.17,77.58,60.26,34,35,5.84,scattered clouds
228,Longfeng,46.55,125.12,63.25,85,3,3.04,clear sky
229,Hervey Bay,-25.3,152.85,64.0,89,1,3.0,clear sky
230,Lavrentiya,65.58,-171.0,38.7,85,100,7.49,overcast clouds
231,Atuona,-9.8,-139.03,78.49,75,8,21.63,light rain
232,Barcelos,41.54,-8.62,91.0,42,0,9.17,clear sky
233,Koshurnikovo,54.17,93.3,44.83,80,96,3.49,overcast clouds
234,Gavrilovka Vtoraya,52.88,42.77,67.59,38,6,5.1,clear sky
235,Magadan,59.57,150.8,46.36,82,100,13.56,overcast clouds
236,Slanic-Moldova,46.2,26.43,81.0,44,0,4.7,clear sky
237,Margate,51.38,1.39,64.99,60,37,1.01,scattered clouds
238,Stykkisholmur,65.08,-22.73,49.87,92,100,9.71,moderate rain
239,Tiznit,29.58,-9.5,86.5,37,0,6.67,clear sky
240,Westport,41.14,-73.36,77.0,56,40,6.93,scattered clouds
241,Golden,39.76,-105.22,88.0,12,0,3.0,clear sky
242,Dangriga,16.97,-88.23,87.01,79,75,11.41,broken clouds
243,Kualakapuas,-3.01,114.39,78.8,88,90,3.36,overcast clouds
244,Bambous Virieux,-20.34,57.76,73.0,73,40,8.05,scattered clouds
245,Saint Anthony,45.02,-93.22,73.99,69,1,16.11,clear sky
246,Arlit,18.74,7.39,102.65,13,0,7.67,clear sky
247,Listvyanka,51.85,104.87,44.6,100,0,6.71,clear sky
248,Marilia,-22.21,-49.95,88.38,22,99,7.0,overcast clouds
249,Provideniya,64.38,-173.3,40.32,82,100,8.88,overcast clouds
250,Baykit,61.67,96.37,44.06,77,3,1.88,clear sky
251,Erenhot,43.65,111.98,69.51,48,69,10.65,broken clouds
252,Ulladulla,-35.35,150.47,48.2,93,0,4.7,clear sky
253,Atambua,-9.11,124.89,67.96,85,37,4.88,scattered clouds
254,Komsomolskiy,40.43,71.72,75.2,25,74,6.93,broken clouds
255,Vigrestad,58.57,5.7,57.0,83,56,11.01,broken clouds
256,Meadow Lake,34.8,-106.54,80.01,40,20,6.93,few clouds
257,Martapura,-3.42,114.85,78.8,88,90,3.36,moderate rain
258,Oktyabrskiy,54.48,53.47,53.85,71,97,1.54,overcast clouds
259,Betsiamites,48.94,-68.65,59.0,67,75,13.87,broken clouds
260,Raga,8.46,25.68,75.99,90,23,4.72,moderate rain
261,Bay Roberts,47.6,-53.26,71.01,50,19,3.62,few clouds
262,Walvis Bay,-22.96,14.51,64.4,59,0,12.75,clear sky
263,Bethel,41.37,-73.41,75.0,56,40,6.58,scattered clouds
264,Bandar-E Lengeh,26.56,54.88,91.4,59,0,6.93,clear sky
265,Hofn,64.25,-15.21,50.0,93,90,6.93,light intensity drizzle rain
266,Qaqortoq,60.72,-46.03,46.4,87,75,3.36,moderate rain
267,Mbini,1.57,9.61,80.6,83,40,8.05,scattered clouds
268,Kantang,7.41,99.52,79.07,79,100,2.75,overcast clouds
269,Broken Hill,-31.95,141.43,57.2,35,6,9.17,clear sky
270,Port Lincoln,-34.73,135.87,67.32,30,24,23.2,few clouds
271,Mayumba,-3.43,10.66,75.87,82,59,11.95,broken clouds
272,Goderich,43.75,-81.72,66.0,92,58,3.0,broken clouds
273,San Quintin,30.48,-115.95,90.5,30,0,4.14,clear sky
274,Waingapu,-9.66,120.26,74.39,82,34,5.12,scattered clouds
275,Santiago Del Estero,-27.8,-64.26,65.61,49,99,11.1,overcast clouds
276,Rocha,-34.48,-54.33,56.48,62,0,10.98,clear sky
277,Winsum,53.33,6.52,62.01,93,20,9.17,few clouds
278,Cockburn Town,21.46,-71.14,86.0,70,40,16.11,scattered clouds
279,Ayaviri,-14.89,-70.59,60.67,32,57,3.91,broken clouds
280,Yeniseysk,58.45,92.17,43.86,92,54,4.36,broken clouds
281,Aswan,24.09,32.91,106.7,11,21,9.37,few clouds
282,Svelgen,61.77,5.3,55.99,82,75,11.41,shower rain
283,Vostok,46.49,135.88,56.53,89,100,2.82,overcast clouds
284,Tanout,14.97,8.89,90.91,42,49,12.73,scattered clouds
285,Bambanglipuro,-7.95,110.28,76.8,83,100,5.73,overcast clouds
286,Mahebourg,-20.41,57.7,71.6,73,40,8.05,scattered clouds
287,Chyhyryn,49.08,32.66,75.88,43,20,2.39,few clouds
288,Maracacume,-2.04,-45.96,92.91,44,10,6.22,clear sky
289,Delta,5.5,6.0,79.68,77,96,7.16,overcast clouds
290,Nassau,40.75,-73.58,80.01,57,1,6.93,clear sky
291,Gewane,10.17,40.65,93.34,28,0,3.06,clear sky
292,Viljoenskroon,-27.21,26.95,75.0,39,99,2.37,overcast clouds
293,Dakar,14.69,-17.44,80.6,83,75,6.93,moderate rain
294,Buraydah,26.33,43.98,104.0,15,0,10.29,clear sky
295,Ahuimanu,21.44,-157.84,78.8,69,75,12.75,broken clouds
296,Gushi,34.64,109.58,75.45,51,0,1.25,clear sky
297,Kawalu,-7.38,108.21,69.66,89,77,0.25,broken clouds
298,College,64.86,-147.8,39.0,93,20,3.36,fog
299,Minab,27.15,57.08,91.4,70,0,6.93,clear sky
300,Broome,42.25,-75.83,66.0,72,75,4.7,broken clouds
301,Beringovskiy,63.05,179.32,44.96,83,95,4.25,overcast clouds
302,Balabac,7.99,117.06,82.98,71,65,1.95,broken clouds
303,Alice Springs,-23.7,133.88,66.2,20,0,6.93,clear sky
304,Hit,33.64,42.83,98.85,9,0,8.41,clear sky
305,Yanliang,34.66,109.23,78.01,94,0,2.24,light rain
306,Pahrump,36.21,-115.98,89.01,16,0,4.74,clear sky
307,Amantea,39.13,16.07,89.01,57,0,12.75,clear sky
308,Sibolga,1.74,98.78,77.25,80,49,3.98,moderate rain
309,Mahanoro,-19.9,48.8,66.15,83,1,8.21,clear sky
310,Ponta Delgada,37.73,-25.67,71.6,64,75,18.34,light intensity shower rain
311,Iqaluit,63.75,-68.51,48.2,57,75,10.29,broken clouds
312,Nemuro,43.32,145.57,67.01,98,96,10.63,overcast clouds
313,Lugovoy,42.95,72.76,60.62,32,10,8.12,clear sky
314,Cap-Aux-Meules,47.38,-61.86,66.2,59,20,17.22,few clouds
315,Vaitape,-16.52,-151.75,78.39,75,68,8.19,light rain
316,Palana,59.12,159.97,44.85,75,97,6.58,overcast clouds
317,Lundazi,-12.29,33.18,68.67,43,42,11.52,scattered clouds
318,Baherden,38.44,57.43,82.2,15,0,11.88,clear sky
319,Krasnoselkup,65.7,82.47,46.89,82,100,8.59,overcast clouds
320,Mahajanga,-15.72,46.32,77.0,69,20,6.93,few clouds
321,Lokachi,50.74,24.65,66.0,98,95,5.84,overcast clouds
322,Bequimao,-2.45,-44.78,87.8,62,75,11.41,broken clouds
323,Rudnogorsk,57.26,103.75,43.34,84,25,1.99,scattered clouds
324,Ocos,14.51,-92.19,82.4,88,75,5.82,broken clouds
325,Kupang,-10.17,123.58,72.99,79,0,8.3,clear sky
326,Camacha,33.08,-16.33,77.0,69,40,11.41,scattered clouds
327,Lebu,-37.62,-73.65,53.62,69,0,11.68,clear sky
328,Shetpe,44.17,52.12,79.05,17,62,17.27,broken clouds
329,Narkanda,31.25,77.46,53.64,98,8,2.39,clear sky
330,Solnechnyy,50.72,136.63,59.95,86,80,3.13,broken clouds
331,Freehold,40.26,-74.27,81.0,57,1,5.82,clear sky
332,Concepcion,-36.83,-73.05,55.4,66,52,9.17,broken clouds
333,Zarechnyy,53.2,45.19,73.99,28,0,4.83,clear sky
334,Srednekolymsk,67.45,153.68,51.1,64,100,2.1,overcast clouds
335,South Venice,27.05,-82.42,88.0,66,75,6.93,broken clouds
336,Ilam,26.92,87.92,80.6,88,90,2.24,mist
337,Wukari,7.85,9.78,81.19,81,88,5.32,light rain
338,Charters Towers,-20.1,146.27,60.06,93,0,8.61,clear sky
339,Caravelas,-17.71,-39.25,77.9,73,34,9.84,scattered clouds
340,Isangel,-19.55,169.27,70.27,82,67,11.72,broken clouds
341,Pervomayskoye,43.92,46.71,74.95,60,76,9.84,broken clouds
342,Kaitangata,-46.28,169.85,44.01,76,36,3.0,scattered clouds
343,Umm Kaddadah,13.6,26.69,95.32,27,73,9.75,broken clouds
344,Srandakan,-7.94,110.25,76.87,83,100,5.48,overcast clouds
345,Puerto Escondido,15.85,-97.07,78.8,78,90,3.31,overcast clouds
346,Hasaki,35.73,140.83,75.2,100,75,4.7,broken clouds
347,Nouakchott,18.09,-15.98,95.0,47,17,16.11,few clouds
348,Cochrane,51.18,-114.47,48.99,93,90,4.7,overcast clouds
349,Okhotsk,59.38,143.3,51.46,89,92,7.49,light rain
350,Mogadishu,2.04,45.34,76.98,77,10,16.67,clear sky
351,Anadyr,64.75,177.48,46.4,93,75,11.18,light rain
352,Sarkand,45.41,79.92,55.94,58,100,8.05,overcast clouds
353,Coahuayana,18.73,-103.68,75.2,83,75,1.7,broken clouds
354,Yar-Sale,66.83,70.83,42.33,66,0,5.1,clear sky
355,Sovetskiy,61.36,63.58,48.96,73,0,4.45,clear sky
356,Berdigestyakh,62.1,126.7,43.93,90,37,6.51,scattered clouds
357,Henties Bay,-22.12,14.28,57.0,85,0,8.99,clear sky
358,Hualmay,-11.1,-77.61,66.22,65,92,8.61,overcast clouds
359,Salinas,36.68,-121.66,71.6,56,1,1.59,clear sky
360,Mao,39.89,4.27,78.8,61,20,16.11,few clouds
361,Faya,18.39,42.45,82.4,14,20,10.29,few clouds
362,Sabzevar,36.21,57.68,87.8,19,0,7.14,clear sky
363,Pokrovo-Prigorodnoye,52.68,41.42,68.0,39,0,6.6,clear sky
364,Sayyan,15.17,44.32,70.03,24,2,9.86,clear sky
365,Paamiut,61.99,-49.67,44.96,90,100,4.85,light rain
366,Bethanien,-26.5,17.16,81.19,22,0,8.63,clear sky
367,Prado,-17.34,-39.22,78.13,73,10,10.85,clear sky
368,Port Blair,11.67,92.75,82.69,80,100,13.85,overcast clouds
369,Kansk,56.2,95.72,49.75,77,85,8.9,overcast clouds
370,La Rioja,42.25,-2.5,71.6,46,19,10.29,few clouds
371,Tadine,-21.55,167.88,70.54,77,100,13.82,overcast clouds
372,Palaia Fokaia,37.72,23.95,87.01,28,0,16.11,clear sky
373,Sun City West,33.66,-112.34,99.0,27,1,5.82,clear sky
374,Manyana,-23.4,21.72,78.06,20,18,6.8,few clouds
375,Dalvik,65.97,-18.53,53.6,76,75,19.46,broken clouds
376,Port Keats,-14.25,129.55,74.52,89,19,4.36,few clouds
377,Alcudia,39.85,3.12,82.4,58,0,13.87,clear sky
378,Bac Lieu,9.29,105.72,81.48,81,98,6.78,overcast clouds
379,Saint-Jean-De-Braye,47.91,1.98,68.0,42,97,9.17,overcast clouds
380,Hobyo,5.35,48.53,76.77,77,65,25.17,broken clouds
381,Narsaq,60.92,-46.05,46.4,87,75,3.36,moderate rain
382,Kabalo,-6.05,26.92,89.38,22,32,2.3,scattered clouds
383,Laguna,38.42,-121.42,80.01,69,1,3.36,haze
384,Ingham,42.6,-84.38,64.0,72,90,3.36,overcast clouds
385,Victoria,22.29,114.16,84.0,74,95,11.01,light rain
386,Ipixuna,-1.76,-48.8,87.8,66,75,8.05,broken clouds
387,Nantucket,41.28,-70.1,71.6,78,1,12.75,clear sky
388,Samarai,-10.62,150.67,78.12,88,99,15.97,moderate rain
389,Sitka,57.05,-135.33,48.2,87,40,2.64,scattered clouds
390,El Pinon,10.4,-74.82,89.6,75,20,4.7,few clouds
391,Gra Liyia,35.02,25.68,82.99,39,0,15.99,clear sky
392,Brigantine,39.41,-74.36,81.0,47,1,4.7,clear sky
393,Koungheul,13.98,-14.8,86.36,65,54,4.74,broken clouds
394,Changtu,42.78,124.1,65.68,82,88,5.28,light rain
395,Kushima,31.46,131.23,80.6,78,90,12.75,light intensity shower rain
396,Sao Borja,-28.66,-56.0,67.71,85,95,10.16,light rain
397,La Asuncion,11.03,-63.86,95.0,53,0,13.87,clear sky
398,Terra Santa,-2.1,-56.49,100.58,27,83,5.79,broken clouds
399,Port Hardy,50.7,-127.42,57.2,93,75,2.24,broken clouds
400,Eyemouth,55.87,-2.09,60.01,70,28,7.92,scattered clouds
401,Tecoanapa,16.52,-98.75,84.15,68,96,3.6,overcast clouds
402,Price,39.6,-110.81,73.4,17,1,1.61,clear sky
403,Tilichiki,60.47,166.1,37.45,89,23,2.66,few clouds
404,Jiayuguan,39.82,98.3,67.98,26,0,11.77,clear sky
405,Tursunzoda,38.51,68.23,77.0,31,0,0.87,clear sky
406,Betafo,-19.83,46.85,55.31,72,84,6.73,light rain
407,Linqiong,30.42,103.46,78.8,74,97,2.3,light rain
408,Port Macquarie,-31.43,152.92,51.01,93,1,3.69,clear sky
409,Makakilo City,21.35,-158.09,78.8,73,1,3.36,clear sky
410,Baoqing,46.33,132.21,62.33,84,100,2.84,overcast clouds
411,Kiunga,-6.12,141.29,74.14,94,95,2.46,moderate rain
412,Inuvik,68.35,-133.72,33.8,80,90,2.24,overcast clouds
413,Tonj,7.27,28.68,73.81,94,94,2.91,overcast clouds
414,Coihaique,-45.58,-72.07,48.2,76,90,4.7,overcast clouds
415,Nishihara,26.18,127.76,80.6,100,75,13.87,mist
416,Russell,32.35,-85.2,82.0,57,1,3.36,clear sky
417,Acapulco,16.86,-99.89,82.4,78,75,4.7,broken clouds
418,Tyret Pervaya,53.67,102.31,46.11,71,0,5.82,clear sky
419,The Valley,18.22,-63.06,84.2,70,40,13.87,scattered clouds
420,Atasu,48.68,71.64,49.46,49,35,5.01,scattered clouds
421,Ushtobe,45.25,77.98,60.62,49,79,14.94,broken clouds
422,Geraldton,-28.77,114.6,66.2,88,90,16.11,overcast clouds
423,Goundam,16.41,-3.67,95.4,33,0,5.48,clear sky
424,Fairbanks,64.84,-147.72,39.0,100,1,8.05,clear sky
425,Matara,5.95,80.54,76.78,81,100,18.19,light rain
426,Tsabong,-26.02,22.4,81.46,22,60,9.48,broken clouds
427,Kargasok,59.06,80.86,43.92,96,100,9.33,light rain
428,Bogorodskoye,56.55,37.88,62.87,66,100,8.41,overcast clouds
429,Talnakh,69.49,88.4,46.4,70,0,8.95,clear sky
430,Vohibinany,-17.35,49.03,61.81,87,11,1.57,few clouds
431,Longyan,25.11,117.02,72.25,85,3,1.77,light rain
432,Lata,40.16,-8.33,93.99,43,0,11.23,clear sky
433,Roma,43.21,-75.46,66.99,63,20,3.36,few clouds
434,Bourail,-21.57,165.48,67.17,81,98,3.36,overcast clouds
435,Pesaro,43.9,12.89,82.0,62,0,5.01,clear sky
436,Riyadh,24.69,46.72,100.4,12,0,5.82,clear sky
437,Kungurtug,50.6,97.52,47.64,76,0,3.02,clear sky
438,Raudeberg,61.99,5.14,55.99,86,19,10.38,few clouds
439,Banda Aceh,5.56,95.32,79.93,75,95,9.75,overcast clouds
440,Castrillon,43.4,-6.79,66.99,72,40,5.82,scattered clouds
441,Ternate,0.8,127.4,80.71,77,93,3.91,overcast clouds
442,Tautira,-17.73,-149.15,71.6,83,40,3.36,scattered clouds
443,Hongjiang,27.11,110.0,72.25,92,100,3.02,overcast clouds
444,Vadso,70.07,29.75,55.4,76,75,8.05,shower rain
445,Georgetown,5.41,100.34,82.4,83,40,2.24,light rain
446,Ucluelet,48.93,-125.55,59.0,100,90,3.36,fog
447,Labuhan,-6.88,112.21,79.34,77,89,5.86,overcast clouds
448,Teya,60.38,92.63,41.97,87,69,3.2,broken clouds
449,Kangaatsiaq,68.31,-53.46,39.72,72,99,15.43,overcast clouds
450,Yilan,24.76,121.75,77.0,65,40,2.24,scattered clouds
451,Sorland,67.67,12.69,53.6,76,75,3.36,broken clouds
452,Qasigiannguit,68.82,-51.19,35.6,93,90,6.93,overcast clouds
